ICD_1,ICD_2,COUNT
136.3,284.8,1
427.5,112.5,1
785.5,135,1
276.52,562.11,1
593.89,511.9,1
788.5,427.1,1
305.01,507,1
434.91,806.03,1
519.1,585.9,1
996.1,112.5,1
250.41,482,1
998.12,428.21,1
E849.7,428.2,1
V44.4,537.81,1
427.89,E932.0,1
530.85,E932.0,1
V15.81,519.1,1
440.23,996.62,1
403.9,V12.51,1
572.3,998.13,1
286.9,250.62,1
323.9,38.9,1
530.81,283,1
458.29,E930.8,1
202.11,424,1
287.5,977.8,1
42,200.2,1
38,287.4,1
38,287.5,1
202.11,428,1
8.45,852.21,1
410.71,788.2,1
389.9,420.9,1
574.71,244.9,1
413.9,197.7,1
V66.7,250.4,1
250,731.8,1
278,458.29,1
486,410.12,1
425.8,201.9,1
537.84,412,1
V09.91,496,1
440.2,996.81,1
440.2,996.86,1
253.5,244.9,1
431,V43.64,1
38.11,711.06,1
780.39,397,1
348.1,425.4,1
274,707.03,1
532,995.92,1
396.2,599,1
576.1,285.29,1
437,276.1,1
458.9,758.9,1
V58.67,789.03,1
820.21,507,1
995.92,V42.2,1
348.1,309,1
38.1,584.9,1
112,V10.52,1
785.5,424.1,1
38.43,537.83,1
421.9,790.7,1
998.59,753.12,1
250.61,285.9,1
198.5,729.4,1
997.79,276.9,1
276.4,820.21,1
596.1,304.7,1
402.01,362.02,1
278.01,337.3,1
377.3,70.32,1
996.62,304.01,1
584.5,31.2,1
486,567.21,1
8.45,197.2,1
V10.46,431,1
41.7,585.6,1
V10.47,757,1
792.1,785.51,1
458,286.6,1
V45.01,V58.61,1
V45.3,337.1,1
599.7,852.26,1
V10.02,E878.8,1
410.11,707.03,1
682.3,482.83,1
288.8,54.2,1
492.8,238.7,1
714,250,1
V10.87,401.9,1
780.39,595.2,1
285.9,E931.5,1
998.11,998.59,1
276,V42.0,1
278.01,244.9,1
273.8,805.2,1
824.4,518.81,1
776.1,518.81,1
41.6,996.81,1
516.8,428,1
427.41,428.23,1
907.2,707,1
599,425.5,1
599,425.1,1
V12.51,729.81,1
788.2,707.02,1
V45.81,280.9,1
494,V45.02,1
494,V45.01,1
V44.2,253.6,1
440.8,E878.0,1
404.93,458.29,1
414.8,440.8,1
585.6,780.1,1
285.29,557,1
998.2,576.1,1
585.9,250.61,1
799.4,V15.3,1
573.8,453.4,1
821.21,285.29,1
V58.67,722.1,1
789.03,41.7,1
E912,416,1
478.29,427.31,1
730.16,427.31,1
427,38.3,1
V10.11,197.2,1
280,305.61,1
331,369,1
8.45,482.2,1
578.1,396.2,1
423.9,560.1,1
275.42,V58.65,1
276.2,977.8,1
38.42,427.31,1
280.9,790.92,1
263.9,440.2,1
287.3,414.01,1
250.4,733,1
535.41,789.5,1
V45.01,280,1
251.8,331.4,1
42,599,1
41.7,255.4,1
E930.5,410.72,1
276.5,365.9,1
710.2,511.9,1
V18.0,337.1,1
427.1,293,1
458.2,410.91,1
V09.80,276.3,1
707.8,707.15,1
441.9,560.1,1
441.9,578.9,1
576.2,288,1
38.9,755.59,1
464.11,E930.8,1
786.52,272,1
786.52,276,1
70.32,E934.2,1
555.9,596.1,1
397,300,1
571.5,511.9,1
532,438.4,1
493.2,707.05,1
V12.51,V42.81,1
362.81,348.3,1
530.1,38.9,1
38.8,482.1,1
V15.82,250.8,1
535.4,427.31,1
336.3,562.12,1
38.11,785.4,1
530.12,570,1
E930.8,584.9,1
428.3,780.57,1
401.9,999.9,1
578.9,V58.61,1
518.89,823,1
V10.3,117.3,1
578.9,V58.67,1
482.2,567.22,1
507,V42.2,1
424.1,276.7,1
482.1,287.5,1
253.5,278,1
560.1,205,1
V49.62,V58.67,1
560.1,200,1
410.91,478.31,1
255.4,275.2,1
998.2,349.82,1
424,519.02,1
511.8,V10.11,1
403.91,575,1
532,507,1
403.91,572,1
459,362.01,1
780.57,38.42,1
V17.3,507,1
197.4,38.9,1
150.8,280,1
E879.0,414.01,1
861.01,785.5,1
403.91,812.4,1
112.84,357.2,1
578.9,318.1,1
272,478.29,1
997.4,427.89,1
300,348.1,1
250.01,440.8,1
286.6,518.5,1
458.29,V58.61,1
997.4,707.03,1
998.12,707,1
E878.2,311,1
458.9,493.21,1
998.11,556.9,1
995.91,440.24,1
573.3,V15.82,1
V42.81,557,1
696.1,996.62,1
112.5,578.1,1
786.2,428.2,1
573,403.9,1
V03.82,785,1
250.81,996.62,1
39.9,117.3,1
920,V45.61,1
V10.3,519.1,1
278,311,1
567.2,711.06,1
998.59,532.4,1
41.85,996.65,1
998.59,275.2,1
560.2,349.82,1
276.1,38.49,1
999.8,273.8,1
759.89,507,1
38.1,568,1
V42.2,348.1,1
V66.7,428.22,1
276.52,557,1
365.22,584.9,1
455.3,721,1
276.7,512.1,1
197.6,285.1,1
733,585.6,1
724.5,348.3,1
276.5,868.03,1
V49.62,V09.0,1
424,V53.39,1
421,518.81,1
584.5,572.3,1
284.8,693,1
998.12,V58.65,1
431,272,1
288,575,1
570,272.4,1
482.82,284.8,1
V18.0,V45.81,1
288,573,1
31.2,V10.87,1
276.5,V13.01,1
V16.3,200.03,1
112.84,274.9,1
336.1,995.92,1
253.2,584.5,1
V45.81,790.6,1
268.2,403.9,1
571.2,456.2,1
933.1,486,1
458.9,560.9,1
590.1,401.9,1
401.9,E947.8,1
998.11,425.4,1
780.57,41.7,1
V53.31,E884.9,1
492.8,750.4,1
V10.05,153.9,1
202.11,519.09,1
311,427.41,1
348.1,278.01,1
486,726.6,1
38.3,349.82,1
584.9,273.8,1
799.4,E932.0,1
453.8,E878.8,1
427.31,53.9,1
38.9,162.3,1
997.1,577,1
250.51,411.1,1
196,519.1,1
997.1,571.5,1
518.83,70.7,1
198.4,414.01,1
799.1,427.31,1
336.3,518.81,1
V44.1,V44.0,1
V44.1,V44.2,1
344.04,709.8,1
397,V15.82,1
996.86,V49.72,1
707.8,453.8,1
282.6,996.62,1
511.9,303.9,1
515,995.93,1
998.12,996.65,1
426.6,584.5,1
995.92,344.1,1
518.82,569.81,1
599,996.1,1
251.8,780.57,1
41,V12.59,1
473.9,428,1
537.83,285.1,1
458.9,996.81,1
427.89,478.3,1
V10.3,484.6,1
588.81,996.62,1
250.6,995.91,1
250.6,995.92,1
E934.2,311,1
348.1,420.9,1
250,V10.21,1
573.8,995.92,1
426,250.11,1
996.81,729.89,1
285.9,571.5,1
274.9,995.9,1
211.4,518.89,1
211.4,518.81,1
721,V66.7,1
997.3,785.52,1
519.02,737.39,1
250.41,790.7,1
997.3,785.59,1
396.3,527.2,1
E878.2,E878.8,1
997.2,293,1
682.3,284.8,1
V58.61,359.4,1
244.9,E932.3,1
459.81,518.82,1
532.4,427.89,1
997.4,428.4,1
38.9,410.51,1
518.5,410.41,1
319,758.9,1
785.52,250.62,1
428.32,518.84,1
V44.1,317,1
707.8,38.11,1
361.89,428,1
437,290.4,1
70.7,512.1,1
424,V43.65,1
201.52,996.85,1
536.3,584.5,1
535.4,410.91,1
572.3,V49.72,1
440.22,402.91,1
482.83,V58.61,1
E933.1,348.3,1
584.9,459.89,1
285.1,41.04,1
276.52,295.3,1
995.92,790.4,1
V58.65,371.4,1
112.2,304.7,1
V45.82,731.8,1
41.3,432.1,1
998.12,357.2,1
416,765.28,1
38.9,958.7,1
427.81,E849.6,1
695.89,528.9,1
427.31,430,1
427.31,437,1
562.11,276.2,1
599,275.41,1
585.9,996.64,1
427.31,E936.4,1
V58.65,425.4,1
873.59,568,1
323.9,507,1
244.3,995.94,1
V43.4,998.12,1
7.4,285.29,1
V10.89,401.9,1
998.12,577.1,1
553.2,518.84,1
281.1,237.1,1
518.84,319,1
550.9,V15.81,1
401.9,414.02,1
482.1,280.9,1
530.3,530.85,1
162.3,486,1
V55.0,324,1
41.2,287.4,1
V45.81,428.2,1
428.22,V42.0,1
787.91,272.4,1
V45.82,V10.11,1
V55.3,453.8,1
250.4,998.2,1
E942.0,288.62,1
560.1,576.4,1
283,518,1
403.9,357.2,1
599,698.9,1
286.9,331.4,1
V15.3,572,1
428.3,440.23,1
428,729.4,1
V15.3,578,1
410.81,428,1
442.2,785.52,1
458.21,599,1
567.23,276.7,1
710.1,443,1
V12.79,995.92,1
V58.61,570,1
E888.9,999.8,1
V58.61,577,1
599,E884.4,1
996.82,V49.83,1
593.9,280.9,1
992,453.8,1
780.39,453.4,1
453.8,807.2,1
780.39,453.8,1
512.1,411.1,1
496,482.83,1
995.92,437.2,1
276.6,201.5,1
537.82,596.6,1
238.7,285.9,1
458.21,998.2,1
787.2,41.4,1
344,789.06,1
787.2,41.3,1
185,410.11,1
397,287.4,1
599.7,531.5,1
568,E888.9,1
507,V58.61,1
572.2,788.2,1
466.11,162.2,1
E942.0,276.2,1
996.04,V53.39,1
V58.61,V43.4,1
790.7,466,1
V42.81,785.52,1
250,686.09,1
414.8,782.4,1
719.47,V45.01,1
112.4,70.54,1
410.71,202.1,1
808.2,276.5,1
808.2,276.2,1
785.59,456.21,1
403.91,820.21,1
787.91,496,1
808.2,433.31,1
285.1,585,1
273.8,332,1
525.1,285.29,1
416.8,785.52,1
714,431,1
285.1,588,1
V45.3,V45.61,1
V12.79,253.6,1
567.23,286.9,1
285.22,511.8,1
599,737.39,1
427.89,272.4,1
705.83,713.5,1
309.9,572.3,1
428,345.9,1
287.4,693,1
250.8,372,1
V10.05,600,1
255.4,585,1
486,478.33,1
38.49,785.52,1
441.4,V54.13,1
537.83,38.9,1
578.1,285.29,1
567.2,276.1,1
567.2,276.2,1
560.1,531.4,1
38.8,V43.65,1
38.49,440.24,1
410.72,357.2,1
585.9,294.8,1
41.89,599,1
728.89,272,1
440.1,V44.0,1
530.85,536.3,1
782.3,530.81,1
996.04,511.9,1
440.2,433.3,1
414.01,E888.9,1
261,996.82,1
997.5,532.5,1
V03.82,41.3,1
198.5,285.9,1
599,V10.52,1
998.2,585,1
428,359.4,1
V10.46,572.2,1
934.1,428.2,1
41.7,722.71,1
707.03,482.83,1
E939.4,584.9,1
428,V10.87,1
578.9,411.1,1
428,V10.82,1
263.9,285.29,1
496,443.9,1
263.9,996.81,1
41.85,453.8,1
E888.9,820.21,1
259.4,998.83,1
401.9,288.6,1
774.2,765.28,1
696.1,496,1
V49.75,275.42,1
V55.3,38.8,1
996.44,285.1,1
396.2,412,1
403.9,348.1,1
403.9,348.4,1
693,570,1
401.9,519.19,1
584.9,785,1
998.59,577.1,1
427.41,280,1
707.03,331.4,1
183,285.1,1
577,482.1,1
934.9,285.9,1
78.5,112.84,1
V58.67,404.03,1
518.5,415.11,1
482,719.7,1
482.1,V45.02,1
569.69,V44.2,1
E932.3,403.91,1
70.41,997.4,1
443.9,707.14,1
996.72,482.1,1
997.4,154.1,1
998.32,999.2,1
496,296.8,1
427.31,348.31,1
518.5,788.2,1
496,296.2,1
370.34,724.5,1
V49.75,E947.8,1
427.32,721,1
V15.82,599,1
558.9,285.1,1
288.6,414.01,1
V44.3,785.52,1
558.9,285.9,1
585,70.41,1
340,995.92,1
441.01,482.1,1
787.91,427.1,1
136.3,578,1
427.41,397,1
575,518.81,1
440.24,571.5,1
276.52,569.81,1
787.2,287.3,1
276.4,V42.0,1
250.61,396.2,1
583.81,585.6,1
707.14,584.5,1
8.45,276.8,1
38.9,550.1,1
682.7,V45.81,1
403.91,585.4,1
458.2,996.62,1
458.2,996.61,1
572.2,303.9,1
455.3,518.5,1
V10.3,473.2,1
707.15,274.9,1
276.51,428.32,1
369.6,787.91,1
578.9,820.21,1
786.52,452,1
486,V13.01,1
V10.52,790.7,1
287.5,729.1,1
272,682.3,1
997.4,569.83,1
287.5,729.6,1
997.4,569.81,1
287.5,729.4,1
575.1,440.22,1
998.12,997.3,1
518.81,786.09,1
789.06,707.07,1
V15.81,276.5,1
V15.81,276.2,1
996.85,E947.9,1
996.85,E947.8,1
997.5,38.9,1
196.5,274.9,1
997.5,38.8,1
287.4,41.19,1
274.9,571.2,1
426.3,70.32,1
V49.72,V58.67,1
482.41,38.8,1
285.9,428.32,1
414.02,433.1,1
242.9,38.9,1
995.27,428,1
682.2,V55.2,1
V45.82,250.02,1
997.02,447,1
482.1,280,1
E879.8,V45.82,1
998,278,1
278.01,V58.65,1
780.39,276,1
291.81,415,1
70.54,787.2,1
V44.2,614.3,1
518,305.1,1
567.2,E878.2,1
434.91,446.6,1
416,518.84,1
997.1,286.6,1
427.1,458.29,1
397,585.6,1
995.93,518.81,1
571.2,416,1
38.11,396.3,1
584.5,311,1
790.92,478.29,1
997.1,286.9,1
416.8,861.21,1
560.9,530.2,1
996.04,414.01,1
253.5,995.91,1
253.5,995.92,1
332,V10.05,1
465.9,286.9,1
E942.0,V45.82,1
599,863.3,1
522.4,996.1,1
592.1,276.7,1
197,E878.8,1
592.1,276.1,1
785.59,428.2,1
592.1,276.2,1
682.6,41.04,1
780.6,518.84,1
796,V58.61,1
570,V45.02,1
250.42,428,1
714,995.93,1
285.9,250.43,1
285.9,250.42,1
V45.02,427.1,1
518.83,584.9,1
V45.02,427.5,1
996.81,719.46,1
996.81,719.41,1
785.51,789.5,1
421,250.11,1
569.69,584.5,1
518.81,V43.65,1
253.6,998.12,1
785.59,997.3,1
785.59,997.1,1
785.59,997.4,1
41.89,70.54,1
V09.91,707.12,1
41.3,E932.0,1
585.6,422.92,1
284.8,280.9,1
730.28,250.4,1
162.5,305.1,1
38.8,348.31,1
997.4,276,1
427,365.9,1
285.29,711.06,1
518.81,285.22,1
272,38.3,1
272,38.1,1
997.4,996.74,1
512.1,E934.6,1
38.43,38.9,1
389.9,396.3,1
410.71,682.7,1
V58.61,70.7,1
568,V10.3,1
410.71,682.3,1
907.2,998.12,1
389.9,486,1
E928.9,578,1
427.89,423.9,1
491.21,V13.01,1
518.84,V10.03,1
38.42,583.81,1
287.5,996.04,1
V45.82,443,1
443.9,70.7,1
358,327.23,1
E942.6,401.9,1
401.9,V64.41,1
998.12,807.2,1
359.9,401.9,1
518.81,V10.72,1
284.8,557,1
410.71,E849.7,1
410.71,E849.8,1
535.4,440.22,1
486,863.3,1
275.3,427.81,1
E879.1,585,1
786.2,550.9,1
785.51,482,1
412,428.41,1
452,276.7,1
707.03,112.2,1
996.86,V42.83,1
V43.4,38.9,1
V45.02,482.1,1
518.84,682.7,1
707.03,112.5,1
300,428.3,1
530.81,995.93,1
550.1,276.7,1
496,E947.8,1
453.8,567.2,1
550.1,276.1,1
569.81,V44.2,1
410.92,250.51,1
V53.32,403.9,1
250.41,729.89,1
427.89,E879.2,1
996.81,401,1
V63.2,996.1,1
276.1,577,1
276.1,570,1
585.9,396.2,1
585.9,396.3,1
596.1,569.81,1
276.4,38.8,1
414.02,E879.2,1
V10.05,780.6,1
780.39,525.9,1
444.89,V42.0,1
427,244.9,1
786.03,428,1
251.8,496,1
293,273.8,1
585.6,733,1
441.4,274.9,1
585.9,8.45,1
318.1,569.62,1
427.1,511.9,1
441.4,38.11,1
V42.82,403.9,1
458.8,271,1
250.7,414.02,1
250,799.02,1
707.03,276,1
611,486,1
799.4,750.4,1
41.85,278,1
427.31,786.52,1
458.29,414.8,1
482.1,473.2,1
807.04,584.9,1
276.1,459.2,1
482.1,473.9,1
41.11,789.5,1
873.59,427.31,1
556.9,V43.65,1
305.51,453.8,1
493.9,682.3,1
592.1,V55.0,1
135,276.2,1
135,276.5,1
286.9,241.1,1
996.74,579.3,1
438.2,428,1
496,295.9,1
577,38.11,1
V43.3,572.3,1
V43.3,572.2,1
396.3,486,1
780.57,305,1
402.91,162.3,1
496,295.3,1
998.2,427.89,1
785.52,998.12,1
420.99,562.11,1
423.9,425.4,1
244.3,V58.61,1
54.2,V58.65,1
286.6,693,1
998.59,440.2,1
585.6,459.2,1
998.11,434.91,1
518.81,V64.41,1
518.5,501,1
519.02,V55.0,1
250,198.3,1
250,397,1
998.31,V55.0,1
414.01,250.52,1
E934.2,274.9,1
785,V66.7,1
786.2,202.1,1
285.22,276.1,1
289.81,428.22,1
117.9,276.2,1
428,70.41,1
707.12,585,1
428,70.44,1
205,54.9,1
38.9,553.1,1
403.9,599,1
253.6,202.8,1
786.4,440.2,1
574.1,438.2,1
787.91,287.5,1
599.7,365.9,1
401.9,466,1
V16.0,518.5,1
574.1,38.9,1
401.9,996.76,1
117.9,276.5,1
V58.65,E934.6,1
996.82,304.01,1
V44.0,733,1
112,397,1
518.5,446.6,1
518.83,786.09,1
282.6,780.39,1
482.1,410.71,1
E932.0,530.81,1
8.45,V45.1,1
428,441,1
428,440,1
784.3,681.1,1
496,492.8,1
790.7,682.2,1
V10.52,410.71,1
E928.9,599,1
496,569.3,1
276.51,785.52,1
361.89,537.83,1
272,786.3,1
585,515,1
333.82,584.9,1
519.19,482.41,1
753.1,726.6,1
482.1,510.9,1
560.2,759.89,1
724.5,518.82,1
372.3,286.9,1
518,458.2,1
427.1,585.6,1
V45.82,410.11,1
284.8,429.9,1
396.3,444,1
427.1,585.9,1
38.9,572.3,1
250.4,428.3,1
V53.32,V45.01,1
528,518.81,1
V10.3,276.51,1
427.5,493.9,1
707.8,255.4,1
389.9,478.31,1
V09.91,112.2,1
112.2,70.7,1
427.5,493.2,1
344.04,285.1,1
789.5,820.09,1
425.4,205,1
197.7,585,1
150.5,599.7,1
496,583.9,1
135,998.59,1
733.13,135,1
608.86,276.3,1
785.51,553.1,1
458.8,751.69,1
790.7,996.65,1
305.51,599,1
337.3,996.62,1
337.3,996.65,1
237.1,535,1
518.89,276.52,1
456,287.5,1
38.42,493.2,1
397,560.81,1
459.2,276.7,1
788.2,276.51,1
8.45,V10.05,1
294.1,511.9,1
305.51,V58.65,1
V44.0,38.3,1
726.69,568,1
537.89,995.94,1
285.9,493.22,1
285.1,965,1
570,V64.41,1
998.32,V45.81,1
285.1,995.94,1
511,V10.46,1
518.5,511.8,1
431,535,1
274,726.6,1
998.89,995.92,1
996.84,584.9,1
276.7,792.1,1
996.84,584.5,1
530.81,V15.81,1
428,557.9,1
473.9,V45.01,1
550.9,250.62,1
403.01,250.51,1
584.9,250.11,1
E814.7,599,1
518.5,573.8,1
511.8,38.9,1
780.39,272.4,1
707.14,682.2,1
707.14,682.7,1
707.14,682.6,1
595.9,616.8,1
730.27,995.92,1
707.07,785.4,1
V15.84,238.7,1
42,433.31,1
427.31,997.5,1
427.31,997.2,1
427.31,997.3,1
250.81,285.1,1
294.8,272.4,1
780.39,998.32,1
276.7,300.4,1
682.3,428.23,1
441.4,412,1
438.2,438.11,1
525.1,276.2,1
998.32,V58.67,1
584.9,402.01,1
V09.0,443.9,1
292.81,38.9,1
427.89,V45.3,1
560.81,455.2,1
38.3,250.4,1
V15.3,576.4,1
276,560.1,1
427.89,V45.4,1
799.4,584.9,1
453.2,410.71,1
250.62,995.92,1
V58.67,695.1,1
250.41,438.89,1
276.51,203,1
430,599,1
996.81,440.2,1
776.1,771.81,1
999.3,441.4,1
427.31,719.47,1
427.31,719.46,1
197,507,1
280.9,344.1,1
537.82,531.5,1
730.18,41.3,1
428.3,V42.2,1
112.5,518.81,1
311,112,1
459.81,292.81,1
784.7,V42.2,1
V15.82,707.8,1
518.82,693,1
309.9,584.5,1
E879.6,244.3,1
38.9,V44.2,1
E927,416.8,1
38.9,V44.1,1
401.9,782.3,1
41.85,E928.9,1
162.3,427.1,1
38.8,726.33,1
358,285.8,1
V45.82,427.81,1
38.49,996.68,1
198.5,466,1
294.1,486,1
530.81,571.5,1
117.9,996.62,1
401.9,996.59,1
202.88,530.81,1
996.84,403.91,1
294.1,482,1
70.32,147.9,1
337.1,995.92,1
576.2,70.44,1
70.7,578,1
530.81,518,1
570,278.01,1
530.81,515,1
478.3,995.92,1
482.1,427.32,1
423.9,567.21,1
E849.7,416,1
564,707.03,1
595.9,41.4,1
599,567.9,1
786.3,284.8,1
482.1,70.51,1
707,E929.0,1
V10.89,425.4,1
996.82,560.2,1
280,491.21,1
996.82,560.1,1
707.14,996.81,1
38.19,289.81,1
348.3,38.8,1
V44.0,995.91,1
585.9,728.88,1
998.83,571.5,1
V44.3,590.1,1
V10.21,537.82,1
V58.67,442.84,1
458.9,345.71,1
348.3,568.81,1
285.1,38.42,1
286.9,458,1
286.9,452,1
41.04,V46.11,1
996.84,482.83,1
466,584.9,1
V44.0,518.5,1
V10.46,V09.80,1
411.89,465.9,1
205.1,398.91,1
537.81,V66.7,1
556.9,584.9,1
V58.67,V15.88,1
997.5,996.76,1
275,V11.3,1
507,38.4,1
285.9,560.89,1
337.1,357.2,1
204.01,286.6,1
711.09,532.4,1
250.8,785.52,1
785.52,38,1
276.8,V49.83,1
41.85,584.9,1
E879.8,276.8,1
V15.81,291.81,1
785.52,483.8,1
562.1,785.52,1
568,V55.0,1
E935.9,342.9,1
285.29,518.5,1
414,250.4,1
996.86,427.81,1
998.12,781.99,1
427.89,998.81,1
202.8,E939.3,1
997.1,444.22,1
304.73,V58.65,1
511.9,427.1,1
250.11,272,1
276.3,518.82,1
427.5,V49.75,1
458.9,737.39,1
442.2,288.8,1
292.81,8.45,1
525.1,427.31,1
789.03,V58.65,1
279,518.81,1
707.03,272.4,1
253.6,V10.11,1
38.4,V55.2,1
342.9,250,1
38,255.4,1
250,575.11,1
250,575.12,1
577,410.71,1
276.5,785.51,1
682.2,E888.9,1
785.51,V53.32,1
518.81,525.9,1
V44.1,780.39,1
596.8,600.01,1
458.29,280.9,1
496,557,1
250.7,427.31,1
183,584.9,1
287.5,E878.0,1
429.4,276.2,1
796,E942.0,1
8.45,272.4,1
V58.67,576.8,1
303.9,427.31,1
512.1,413.9,1
440.8,584.9,1
427.1,276.4,1
291.81,584.9,1
285.21,411.1,1
482.1,998.32,1
250.6,272.4,1
V43.3,38.11,1
567.2,996.62,1
427.1,276.1,1
567.2,996.64,1
557,780.1,1
E939.4,401.9,1
440.31,410.41,1
577,V42.83,1
173,244.9,1
585,583.81,1
572.4,403.91,1
493.2,41.3,1
493.2,41.7,1
112.4,286.9,1
519.1,286.6,1
453.8,250.6,1
810,276.2,1
453.8,250.4,1
998.11,440.1,1
578.9,280,1
786.52,599.7,1
V49.62,V45.01,1
427.89,117.9,1
V63.2,V49.75,1
70.32,518.81,1
250.8,410.71,1
V49.72,585.6,1
276.7,428.32,1
588.81,403.91,1
599,E934.6,1
E878.2,560.1,1
710.9,428,1
410.92,438.9,1
V10.3,V49.75,1
285.1,292.81,1
785.51,E878.8,1
427.41,585.4,1
250.41,518.82,1
250.41,518.81,1
996.59,E932.0,1
250.41,518.84,1
244.9,273.8,1
162.8,198.3,1
410.71,512.1,1
272.4,517.8,1
V45.81,389.9,1
V45.81,294.1,1
774.2,771.81,1
998,V54.13,1
285.21,401.9,1
996.61,997.1,1
486,805.04,1
728.89,401.9,1
998.11,276.8,1
997.4,785.51,1
570,V58.65,1
38.9,512.1,1
997.4,785.59,1
8.45,493.22,1
585.9,518.89,1
511,998.12,1
401.9,296.2,1
578.1,707.09,1
585.9,518.82,1
519.1,276.1,1
519.1,276.2,1
519.1,276.3,1
579.3,995.92,1
515,201.9,1
197.7,197.6,1
557.1,518.5,1
560.1,455.2,1
571.5,537.83,1
486,415.11,1
427.41,511.8,1
515,511,1
789.5,38.11,1
599,332,1
577,276.52,1
482.83,537.83,1
710.2,996.62,1
394.2,434.91,1
294.8,428.3,1
790.5,570,1
995.92,V43.64,1
427.32,150.8,1
518.5,V58.65,1
590.1,V49.75,1
579,38.9,1
70.7,250.41,1
348.1,433.3,1
596.8,560.89,1
286.7,403.9,1
427.1,286.9,1
730.18,996.64,1
733,416.8,1
V42.82,585.9,1
780.39,690.1,1
362.01,V45.81,1
41.7,458.9,1
E930.8,V58.65,1
276.5,998.6,1
272,532.2,1
998.32,584.9,1
197.7,557.9,1
733.9,359.1,1
707,482.83,1
E912,482.1,1
442.3,435.3,1
286.9,V66.7,1
V03.82,358,1
276.1,437,1
577,V15.3,1
343.9,553.21,1
552.8,38.9,1
997.5,250.6,1
E879.2,201.9,1
288.8,41.11,1
806.09,250,1
789.5,482.83,1
584.5,251.8,1
591,287.5,1
427.1,707.15,1
427.1,707.14,1
348.1,V17.3,1
V45.02,E878.0,1
284.8,616.8,1
41.7,323.9,1
438.89,38.8,1
780.39,431,1
530.81,996.86,1
530.81,996.84,1
530.81,996.85,1
496,782.1,1
576.2,787.91,1
507,135,1
263.9,569.83,1
284.8,7.4,1
272.4,V53.32,1
38.9,531,1
V58.65,38.49,1
38.49,V58.67,1
996.86,438.89,1
285.21,412,1
253.5,530.81,1
458.2,403.91,1
70.3,681.1,1
691.8,428,1
197.7,E878.2,1
707,569.83,1
996.74,995.92,1
276.2,567.8,1
567.2,280,1
410.71,568,1
780.6,512,1
723.1,204,1
458.9,285.21,1
790.92,596.6,1
518,288.8,1
285.29,707.15,1
478.31,151.8,1
515,790.7,1
V49.84,340,1
453.4,438.2,1
998.83,285.29,1
295.9,593.9,1
191.8,251.8,1
682.2,707,1
511.1,427.41,1
285.1,457.8,1
196.1,197,1
250.53,357.2,1
780.39,996.64,1
V12.79,596.1,1
70.32,995.92,1
790.5,276.1,1
790.5,276.2,1
V10.52,V10.46,1
202.11,V09.0,1
38.9,417.8,1
530.1,576.1,1
486,410.92,1
403.9,412,1
70.32,433.31,1
38.9,444.89,1
578,518.84,1
537.84,496,1
245.9,998.12,1
584.9,V12.51,1
478.3,287.5,1
484.7,686.09,1
996.85,276.2,1
276.52,707.09,1
971.3,38,1
276.52,707.03,1
276.52,707.02,1
276.52,707.05,1
783.7,424.2,1
8.45,466,1
E884.4,574.2,1
491.21,276.52,1
428.42,244.9,1
250.6,42,1
E879.0,428,1
458.29,287.5,1
E879.0,424,1
456.21,428,1
V45.3,V44.2,1
466,V44.0,1
456.21,424,1
403.91,404.03,1
997.1,731.8,1
263.9,V12.59,1
482.1,31.2,1
599,996.42,1
785.51,250.51,1
286.7,155,1
511.8,V45.02,1
996.62,576.1,1
465.9,572.3,1
787.91,7.4,1
70.7,V45.82,1
583.81,996.61,1
714,707,1
340,707.15,1
428.22,707.05,1
360.03,V43.64,1
410.71,198.5,1
V44.0,275.42,1
780.39,311,1
455,998.59,1
276.51,560.2,1
569.49,808,1
996.82,8.45,1
70.44,998,1
996.59,349.82,1
785.59,491.21,1
V58.61,251.8,1
596.4,250.61,1
V44.1,996.59,1
511.9,785.52,1
486,788.29,1
585.9,402.01,1
999.2,250.61,1
412,431,1
493.2,414.01,1
512.1,482.1,1
584.5,112.84,1
555.9,275.2,1
414.01,161.9,1
E930.5,337.1,1
729.1,38.42,1
324,427.31,1
995.91,431,1
585.9,E932.3,1
441.4,995.91,1
280.9,907.2,1
574.2,V15.81,1
351,493.9,1
724.02,396.2,1
344.04,486,1
E932.3,250,1
536.3,414.01,1
414.8,555.9,1
491.9,250,1
424.2,414.01,1
873,507,1
276.9,518.81,1
995.92,724.01,1
530.5,995.92,1
285.22,263.9,1
54.9,428,1
202.88,V17.3,1
38.8,38.9,1
441.2,578.1,1
250.51,250.01,1
320.82,E910.2,1
518.84,481,1
369.6,425.1,1
600,996.81,1
292.81,286.6,1
292.81,286.9,1
458.21,998.32,1
576.2,560.2,1
995.92,427,1
595.2,730.18,1
V44.2,482,1
427.41,272.4,1
V66.7,V10.11,1
571.8,V58.65,1
578.9,593.9,1
324,V10.3,1
287.5,425.5,1
250.13,997.4,1
570,780.39,1
263.9,358,1
276.2,305,1
V16.0,427.1,1
70.7,286.9,1
70.7,286.6,1
70.7,286.7,1
416,595.82,1
205.01,868.03,1
348.5,427.31,1
38.4,304.7,1
584.9,365.9,1
465.9,V15.3,1
410.92,410.12,1
263.9,V02.59,1
995.92,162.8,1
250,482.2,1
995.92,162.5,1
995.92,162.2,1
70.7,681.1,1
528.9,995.91,1
424.1,300,1
41.11,557.1,1
70.54,287.4,1
276.7,427.1,1
349.82,112,1
601.9,357.2,1
